annee,guest_editor,nom_poete,titre_poeme,revue,nom_famille
1992,Charles Simic,Mekeel McBride,All Hallows' Eve,North American Review,McBride
1992,Charles Simic,James McCorkle,""" . . .The Storm is Passing Over""; She Sang",Verse,McCorkle
1992,Charles Simic,Jerry McGuire,Terminal,Callaloo,McGuire
1992,Charles Simic,Sandra McPherson,Choosing an Author for Assurance in the Night,Field,McPherson
1992,Charles Simic,Robert Morgan,Honey,The Atlantic Monthly,Morgan
1992,Charles Simic,Thylias Moss,An Anointing,Epoch,Moss
1992,Charles Simic,Carol Muske,Red Trousseau,American Poetry Review,Muske
1992,Charles Simic,Mary Oliver,Rain,Poetry,Oliver
1992,Charles Simic,Michael Palmer,Eighth Sky,Grand Street,Palmer
1992,Charles Simic,Robert Pinsky,Avenue,Boston Pheonix,Pinsky
1992,Charles Simic,Lawrence Raab,The Sudden Appearance of a Monster at a Window,Denver Quarterly,Raab
1992,Charles Simic,Liam Rector,The Night the Lightning Bugs Lit Last in the Field Then Went Their Way,AGNI,Rector
1992,Charles Simic,Donald Revell,Plenitude,New Letters,Revell
1992,Charles Simic,Adrienne Rich,For a Friend in Travail,Poetry,Rich
1992,Charles Simic,Len Roberts,"We Sat, So Patient",Boulevard,Roberts
1992,Charles Simic,Lynda Schraufnagel,Trial,Western Humanities Review,Schraufnagel
1992,Charles Simic,Elizabeth Spires,Good Friday. Driving Westward.,The New Criterion,Spires
1992,Charles Simic,Rachel Srubas,I Want to Marry You,Another Chicago Magazine,Srubas
1992,Charles Simic,David St. John,Lucifer in Starlight,Denver Quarterly,John
1992,Charles Simic,Richard Tillinghast,Anatolian Journey,The New Yorker,Tillinghast
1992,Charles Simic,Lewis Turco,Kamelopard,The Formalist,Turco
1992,Charles Simic,Chase Twichell,Word Silence,The Yale Review,Twichell
1992,Charles Simic,Rosanna Warren,Necrophiliac,The Atlantic Monthly,Warren
1992,Charles Simic,Ioanna-Veronika Warwick,Eyeglasses,Exquisite Corpse,Warwick
1992,Charles Simic,C. K. Williams,The Knot,Antaeus,Williams
1992,Charles Simic,Charles Wright,Winter-Worship,Field,Wright
1992,Charles Simic,Franz Wright,Depiction of Childhood,Field,Wright
1992,Charles Simic,Stephen Yenser,Vertumnal,The Yale Review,Yenser
1993,Louise Glück,A. R. Ammons,Garbage,American Poetry Review,Ammons
1993,Louise Glück,John Ashbery,Baked Alaska,The New Yorker,Ashbery
1993,Louise Glück,Michael Atkinson,The Same Trouble with Beauty You've Always Had,Ontario Review,Atkinson
1993,Louise Glück,Stephen Berg,Cold Cash,The Kenyon Review,Berg
1993,Louise Glück,Sophie Cabot Black,Interrogation,AGNI,Black
1993,Louise Glück,Stephanie Brown,Chapter One,American Poetry Review,Brown
1993,Louise Glück,Charles Bukowski,Three Oranges,OnTheBus,Bukowski
1993,Louise Glück,Hayden Carruth,At His Last Gig,The Ohio Review,Carruth
1993,Louise Glück,Tom Clark,Statue,American Poetry Review,Clark
1993,Louise Glück,Killarney Clary,"""An Unlikely One Will Guide Me...""",Ploughshares,Clary
1993,Louise Glück,Marc Cohen,Sometimes in Winter,Santa Monica Review,Cohen
1993,Louise Glück,Billy Collins,"Tuesday, June 4th, 1991",Poetry,Collins
1993,Louise Glück,Peter Cooley,Macular Degeneration,Iowa Review,Cooley
1993,Louise Glück,Carolyn Creedon,litany,American Poetry Review,Creedon
1993,Louise Glück,Barbara Cully,Repressed Theme,Free Lunch,Cully
1993,Louise Glück,Carl Dennis,The Window in Spring,Shenandoah,Dennis
1993,Louise Glück,Tim Dlugos,Healing the World from Battery Park,Hanging Loose,Dlugos
1993,Louise Glück,Stephen Dobyns,Favorite Iraqi Soldier,The Paris Review,Dobyns
1993,Louise Glück,Denise Duhamel,Feminism,Hanging Loose,Duhamel
1993,Louise Glück,Stephen Dunn,The Vanishings,The Paris Review,Dunn
1993,Louise Glück,Roger Fanning,Shoelace,Phoebe,Fanning
1993,Louise Glück,Alice B. Fogel,The Necessity,Boston Review,Fogel
1993,Louise Glück,Tess Gallagher,One Kiss,Fine Madness,Gallagher
1993,Louise Glück,Albert Goldbarth,"Life Is Happy,",Boulevard,Goldbarth
1993,Louise Glück,Jorie Graham,What the Instant Contains,Epoch,Graham
1993,Louise Glück,Allen Grossman,Great Work Farm Elegy,Colorado Review,Grossman
1993,Louise Glück,Thom Gunn,The Butcher's Son,The New Yorker,Gunn
1993,Louise Glück,Donald Hall,Pluvia,The Nation,Hall
1993,Louise Glück,Mark Halliday,Vegetable Wisdom,The Virginia Quarterly Review,Halliday
1993,Louise Glück,Daniel Halpern,Argument,Western Humanities Review,Halpern
1993,Louise Glück,Paul Hoover,Theory,Ploughshares,Hoover
1993,Louise Glück,David Ignatow,Absolutely,Boulevard,Ignatow
1993,Louise Glück,Josephine Jacobsen,Hourglass,The New Yorker,Jacobsen
1993,Louise Glück,Mark Jarman,Questions for Ecclesiastes,New England Review,Jarman
1993,Louise Glück,Rodney Jones,Grand Projection,New England Review,Jones
1993,Louise Glück,Donald Justice,Invitation to a Ghost,Sewanee Theological Review,Justice
1993,Louise Glück,Robert Kelly,Mapping,Grand Street,Kelly
1993,Louise Glück,Brigit Pegeen Kelly,The White Pilgrim: Old Christian Cemetery,The Gettysburg Review,Kelly
1993,Louise Glück,Jane Kenyon,Having It Out with Melancholy,Poetry,Kenyon
1993,Louise Glück,Pamela Kircher,Looking at the Sea,The Ohio Review,Kircher
1993,Louise Glück,Kenneth Koch,Talking to Patrizia,Poetry,Koch
1993,Louise Glück,Phyllis Koestenbaum,Harriet Feigenbaum Is a Sculptor,Poetry New York,Koestenbaum
1993,Louise Glück,Stanley Kunitz,Chariot,The Gettysburg Review,Kunitz
1993,Louise Glück,Denise Levertov,In California During the Gulf War,American Poetry Review,Levertov
1993,Louise Glück,Lisa Lewis,The Urinating Man,Poetry East,Lewis
1993,Louise Glück,Thomas Lux,Grim Town in a Steep Valley,Field,Lux
1993,Louise Glück,Elizabeth Macklin,The Nearsighted,The New Yorker,Macklin
1993,Louise Glück,Tom Mandel,Open Rebuke (Concealed Love),Hambone,Mandel
1993,Louise Glück,James McMichael,from The Person She Is,TriQuarterly,McMichael
1993,Louise Glück,Sandra McPherson,Waiting for Lesser Duckweed: On a Proposal of lssa's,Iowa Review,McPherson
1993,Louise Glück,W.S. Merwin,The Stranger,Poetry,Merwin
1993,Louise Glück,Susan Mitchell,Rapture,Provincetown Arts,Mitchell
1993,Louise Glück,A. F. Moritz,"April Fool's Day, Mount Pleasant Cemetery",The Spoon River Quarterly,Moritz
1993,Louise Glück,Mary Oliver,Poppies,The Kenyon Review,Oliver
1993,Louise Glück,Ron Padgett,Advice to Young Writers,The World,Padgett
1993,Louise Glück,Michael Palmer,Who Is to Say,Epoch,Palmer
1993,Louise Glück,Lucia Maria Perillo,Skin,Ontario Review,Perillo
1993,Louise Glück,Wang Ping,Of Flesh and Spirit,The World,Ping
1993,Louise Glück,Lawrence Raab,Magic Problems,Shenandoah,Raab
1993,Louise Glück,Adrienne Rich,"Not Somewhere Else, But Here",Southwest Review,Rich
1993,Louise Glück,Laura Riding,Makeshift,Chelsea,Riding
1993,Louise Glück,Gjertrud Schnackenberg,Angels Grieving over the Dead Christ,The Yale Review,Schnackenberg
1993,Louise Glück,Hugh Seidman,Icon,Pequod,Seidman
1993,Louise Glück,Charles Simic,This Morning,The New Yorker,Simic
1993,Louise Glück,Louis Simpsom,Suddenly,The Hudson Review,Simpsom
1993,Louise Glück,Gary Snyder,Ripples on the Surface,Grand Street,Snyder
1993,Louise Glück,Gerald Stern,Coleman Valley Road,Black Warrior Review,Stern
1993,Louise Glück,Ruth Stone,That Winter,American Poetry Review,Stone
1993,Louise Glück,Mark Strand,from Dark Harbor,The New Republic,Strand
1993,Louise Glück,James Tate,In My Own Backyard,American Poetry Review,Tate
1993,Louise Glück,John Updike,"To a Former Mistress, Now Dead",Poetry,Updike
1993,Louise Glück,Ellen Bryant Voigt,Song and Story,The Atlantic Monthly,Voigt
1993,Louise Glück,Susan Wheeler,A Filial Republic,No Roses Review,Wheeler
1993,Louise Glück,C. K. Williams,A Dream of Mind: The Gap,The Threepenny Review,Williams
1993,Louise Glück,Dean Young,The Business of Love Is Cruelty,Poetry East,Young
1994,A. R. Ammons,Dick Allen,A Short History of the Vietnam War Years,The Gettysburg Review,Allen
1994,A. R. Ammons,Tom Andrews,Cinema Vérité,Field,Andrews
1994,A. R. Ammons,John Ashbery,Myrtle,The New Yorker,Ashbery
1994,A. R. Ammons,Burlin Barr,Tremendous Mood Swings,Grand Street,Barr
1994,A. R. Ammons,Cynthia Bond,What You Want Means What You Can Afford,Ascent,Bond
1994,A. R. Ammons,Catherine Bowman,Demographics,TriQuarterly,Bowman
1994,A. R. Ammons,George Bradley,The Fire Fetched Down,The Paris Review,Bradley
1994,A. R. Ammons,Charles Bukowski,me against the world,Urbanus,Bukowski
1994,A. R. Ammons,Rebecca Byrkit,The Only Dance There Is,New England Review,Byrkit
1994,A. R. Ammons,Amy Clampitt,A Catalpa Tree on West Twelfth Street,The New York Times,Clampitt
1994,A. R. Ammons,Michelle T. Clinton,Tantrum Girl Responds to Death,The Kenyon Review,Clinton
1994,A. R. Ammons,James Cummins,Sestina,The Paris Review,Cummins
1994,A. R. Ammons,Ramola Dharmaraj,"full of rain, the word",Green Mountains Review,Dharmaraj
1994,A. R. Ammons,Thomas M. Disch,The Cardinal Detoxes: A Play in One Act,The Hudson Review,Disch
1994,A. R. Ammons,Mark Doty,Difference,Boulevard,Doty
1994,A. R. Ammons,Denise Duhamel,Bulimia,Poet Lore,Duhamel
1994,A. R. Ammons,Tony Esolen,Northwestern Mathematics,Fine Madness,Esolen
1994,A. R. Ammons,Richard Foerster,Life Drawing,Poetry,Foerster
1994,A. R. Ammons,Alice Fulton,The Priming Is a Negligee,Southwest Review,Fulton
1994,A. R. Ammons,Allison Funk,After Dark,Poetry,Funk
1994,A. R. Ammons,Jorie Graham,In the Hotel,The New Yorker,Graham
1994,A. R. Ammons,Debora Greger,The Frog in the Swimming Pool,The New Republic,Greger
1994,A. R. Ammons,Donald Hall,Another Elegy,Iowa Review,Hall
1994,A. R. Ammons,Forrest Hamer,Getting Happy,ZYZZYVA,Hamer
1994,A. R. Ammons,Lyn Hejinian,The Polar Circle,Grand Street,Hejinian
1994,A. R. Ammons,Roald Hoffmann,Deceptively Like a Solid,Glass Technology,Hoffmann
1994,A. R. Ammons,John Hollander,Variations on a Fragment by Trumball Stickney,The Paris Review,Hollander
1994,A. R. Ammons,Janet Holmes,The Love of the Flesh,Tar River Poetry,Holmes
1994,A. R. Ammons,Paul Hoover,Baseball,Another Chicago Magazine,Hoover
1994,A. R. Ammons,Richard Howard,A Lost Art,Poetry,Howard
1994,A. R. Ammons,Phyllis Janowitz,The Necessary Angel,River Styx,Janowitz
1994,A. R. Ammons,Mark Jarman,Unholy Sonnets,The New Criterion,Jarman
1994,A. R. Ammons,Rodney Jones,Contempt,Michigan Quarterly Review,Jones
1994,A. R. Ammons,Alice Jones,The Foot,ZYZZYVA,Jones
1994,A. R. Ammons,Brigit Pegeen Kelly,Courting the Famous Figures at the Grotto of Improbable Thought,Northwest Review,Kelly
1994,A. R. Ammons,Caroline Knox,A Rune,Fine Madness,Knox
1994,A. R. Ammons,Kenneth Koch,One Train May Hide Another,The New York Review of Books,Koch
1994,A. R. Ammons,Dionisio D. Martínez,Avant-Dernieres Pensees,Seneca Review,Martínez
1994,A. R. Ammons,J. D. McClatchy,Found Parable,The New Yorker,McClatchy
1994,A. R. Ammons,Jeffrey McDaniel,Following Her to Sleep,Ploughshares,McDaniel
1994,A. R. Ammons,James McManus,Spike Logic,Salmagundi,McManus
1994,A. R. Ammons,James Merrill,Family Week at Oracle Ranch,The New Yorker,Merrill
1994,A. R. Ammons,W. S. Merwin,One of the Lives,The New York Review of Books,Merwin
1994,A. R. Ammons,Stephen Paul Miller,I Was on a Golf Course the Day John Cage Died of a Stroke,Poetry New York,Miller
1994,A. R. Ammons,Jenny Mueller,Allegory,Colorado Review,Mueller
1994,A. R. Ammons,Harryette Mullen,From Muse & Drudge,AGNI,Mullen
1994,A. R. Ammons,Brighde Mullins,At the Lakehouse,Colorado Review,Mullins
1994,A. R. Ammons,Fred Muratori,Sensible Qualities,No Roses Review,Muratori
1994,A. R. Ammons,Sharon Olds,The Knowing,American Poetry Review,Olds
1994,A. R. Ammons,Maureen Owen,Them,Poetry New York,Owen
1994,A. R. Ammons,Kathleen Peirce,"Divided Touch, Divided Color",Colorado Review,Peirce
1994,A. R. Ammons,Carl Phillips,A Mathematics of Breathing,AGNI,Phillips
1994,A. R. Ammons,Lloyd Schwartz,Pornography,The Paris Review,Schwartz
1994,A. R. Ammons,Frederick Seidel,Pol Pot,American Poetry Review,Seidel
1994,A. R. Ammons,Alan Shapiro,The Letter,The Threepenny Review,Shapiro
1994,A. R. Ammons,Angela Shaw,Courtesan,Chelsea,Shaw
1994,A. R. Ammons,Charles Simic,Read Your Fate,The New Yorker,Simic
1994,A. R. Ammons,W. D. Snodgrass,Snow Songs,The Kenyon Review,Snodgrass
1994,A. R. Ammons,Elizabeth Spires,The Robed Heart,Iowa Review,Spires
1994,A. R. Ammons,A. E. Stallings,Apollo Takes Charge of His Muses,Beloit Poetry Journal,Stallings
1994,A. R. Ammons,Mark Strand,The Mysterious Maps,The New Yorker,Strand
1994,A. R. Ammons,Sharan Strange,Offering,Callaloo,Strange
1994,A. R. Ammons,May Swenson,Sleeping with Boa,The Yale Review,Swenson
1994,A. R. Ammons,Janet Sylvester,Modern Times,Boulevard,Sylvester
1994,A. R. Ammons,James Tate,Like a Scarf,Colorado Review,Tate
1994,A. R. Ammons,Patricia Traxler,Death of a Distant In-Law,AGNI,Traxler
1994,A. R. Ammons,William Wadsworth,The Snake in the Garden Considers Daphne,The Paris Review,Wadsworth
1994,A. R. Ammons,Kevin Walker,My Talk with an Elegant Man,The Bridge,Walker
1994,A. R. Ammons,Rosanne Wasserman,Putting in a Word,Boulevard,Wasserman
1994,A. R. Ammons,Bruce Weigl,The One,American Poetry Review,Weigl
1994,A. R. Ammons,Joshua Weiner,Who They Were,The Threepenny Review,Weiner
1994,A. R. Ammons,Henry Weinfield,Song for the In-Itselfand For-Itself,Poetry New York,Weinfield
1994,A. R. Ammons,Michael White,Camille Monet sur son lit de mort,The New Republic,White
1994,A. R. Ammons,Richard Wilbur,A Digression,The New Yorker,Wilbur
1994,A. R. Ammons,Dean Young,Upon Hearing of My Friend's Marriage Breaking Up,The Threepenny Review,Young
1995,Richard Howard,Margaret Atwood,Bored,The Atlantic Monthly,Atwood
1995,Richard Howard,Sally Ball,Nocturnal,Southwest Review,Ball
1995,Richard Howard,Catherine Bowman,Mr. X,Chelsea,Bowman
1995,Richard Howard,Stephanie Brown,Schadenfreude,American Poetry Review,Brown
1995,Richard Howard,Lewis Buzbee,"Sunday, Tarzan in His Hammock",ZYZZYVA,Buzbee
1995,Richard Howard,Cathleen Calbert,The Woman Who Loved Things,Harvard Review,Calbert
1995,Richard Howard,Rafael Campo,The Battle Hymn of the Republic,Ploughshares,Campo
1995,Richard Howard,William Carpenter,Girl Writing a Letter,Iowa Review,Carpenter
1995,Richard Howard,Nicholas Christopher,Terminus,The Paris Review,Christopher
1995,Richard Howard,Jane Cooper,The Infusion Room,American Poetry Review,Cooper
1995,Richard Howard,James Cummins,Sestina,The Paris Review,Cummins
1995,Richard Howard,Olena Kalytiak Davis,Thirty Years Rising,Michigan Quarterly Review,Davis
1995,Richard Howard,Lynn Emanuel,Film Noir: Train Trip Out of Metropolis,The Antioch Review,Emanuel
1995,Richard Howard,Elaine Equi,Sometimes I Get Distracted,New American Writing,Equi
1995,Richard Howard,Irving Feldman,Terminal Laughs,The Yale Review,Feldman
1995,Richard Howard,Donald Finkel,In the Clearing,The Yale Review,Finkel
1995,Richard Howard,Aaron Fogel,The Printer's Error,The Stud Duck,Fogel
1995,Richard Howard,Richard Frost,For a Brother,North American Review,Frost
1995,Richard Howard,Allen Ginsberg,Salutations to Fernando Pessoa,The Threepenny Review,Ginsberg
1995,Richard Howard,Peter Gizzi,Another Day on the Pilgrimage,apex of the M,Gizzi
1995,Richard Howard,Jody Gladding,Asparagus,The Yale Review,Gladding
1995,Richard Howard,Elton Glaser,Undead White European Male,The Gettysburg Review,Glaser
1995,Richard Howard,Albert Goldbarth,"A Still Life, Symbolic of Lines",Southwest Review,Goldbarth
1995,Richard Howard,Beckian Fritz Goldberg,Being Pharaoh,Field,Goldberg
1995,Richard Howard,Laurence Goldstein,Permissive Entry: A Sermon on Fame,The Tampa Review,Goldstein
1995,Richard Howard,Barbara Guest,If So,Princeton University Library Chronicle,Guest
1995,Richard Howard,Marilyn Hacker,Days of 1992,Colorado Review,Hacker
1995,Richard Howard,Judith Hall,St. Peregrinus' Cancer,Western Humanities Review,Hall
1995,Richard Howard,Anthony Hecht,Prospects,The New Yorker,Hecht
1995,Richard Howard,Edward Hirsch,Unearthly Voices,TriQuarterly,Hirsch
1995,Richard Howard,Janet Holmes,Against the Literal,The Georgia Review,Holmes
1995,Richard Howard,Andrew Hudgins,Seventeen,The Southern Review,Hudgins
1995,Richard Howard,T. R. Hummer,Apocatastasis Foretold in the Shape of a Canvas of Smoke,Sewanee Theological Review,Hummer
1995,Richard Howard,Brigit Pegeen Kelly,All Wild Animals Were Once Called Deer,The Massachusetts Review,Kelly
1995,Richard Howard,Karl Kirchwey,Sonogram,The New Republic,Kirchwey
1995,Richard Howard,Carolyn Kizer,On a Line from Valery,Princeton University Library Chronicle,Kizer
1995,Richard Howard,Wayne Koestenbaum,1975,Boulevard,Koestenbaum
1995,Richard Howard,John Koethe,Falling Water,Western Humanities Review,Koethe
1995,Richard Howard,Yusef Komunyakaa,Troubling the Water,Urbanus,Komunyakaa
1995,Richard Howard,Maxine Kumin,Getting the Message,Tikkun,Kumin
1995,Richard Howard,Lisa Lewis,Bridget,American Poetry Review,Lewis
1995,Richard Howard,Rachel Loden,My Night with Philip Larldn,B City,Loden
1995,Richard Howard,James Logenbach,What You Find in the Woods,The Yale Review,Logenbach
1995,Richard Howard,Robert Hill Long,Refuge,Mānoa,Long
1995,Richard Howard,Gail Mazur,Fracture Santa Monica,Colorado Review,Mazur
1995,Richard Howard,J. D. McClatchy,My Mammogram,Poetry,McClatchy
1995,Richard Howard,Heather McHugh,And What Do You Get,Urbanus,McHugh
1995,Richard Howard,Susan Musgrave,Exchange of Fire,Nimrod,Musgrave
1995,Richard Howard,Charles North,Shooting for Line,Hanging Loose,North
1995,Richard Howard,Geoffrey O'Brien,The Interior Prisoner,Hambone,O'Brien
1995,Richard Howard,Jacqueline Osherow,Late Night Tete-a-Tete with a Moon in Transit,Western Humanities Review,Osherow
1995,Richard Howard,Molly Peacock,Have You Ever Faked an Orgasm?,The Paris Review,Peacock
1995,Richard Howard,Carl Phillips,Toys,Boston Pheonix,Phillips
1995,Richard Howard,Marie Ponsot,Old Mama Saturday,Western Humanities Review,Ponsot
1995,Richard Howard,Bin Ramke,How Light Is Spent,Pequod,Ramke
1995,Richard Howard,Katrina Roberts,How Late Desire Looks,Harvard Magazine,Roberts
1995,Richard Howard,Michael J. Rosen,The Night Before His Parents' First Trip to Europe His Mother Writes a Letter 'To Our Children',Salmagundi,Rosen
1995,Richard Howard,Kay Ryan,Outsider Art,Partisan Review,Ryan
1995,Richard Howard,Mary Jo Salter,The Age of Reason,The Threepenny Review,Salter
1995,Richard Howard,Tony Sanders,Transit Authority,The Yale Review,Sanders
1995,Richard Howard,Stephen Sandy,Threads,The Paris Review,Sandy
1995,Richard Howard,Grace Schulman,The Present Perfect,Boulevard,Schulman
1995,Richard Howard,Robyn Selman,Avec Amour,The American Voice,Selman
1995,Richard Howard,Alan Shapiro,Manufacturing,TriQuarterly,Shapiro
1995,Richard Howard,Reginald Shepherd,Brotherhood,Colorado Review,Shepherd
1995,Richard Howard,Angela Sorby,Museum Piece,Kansas Quarterly,Sorby
1995,Richard Howard,Laurel Trivelpiece,The Nursery,Witness,Trivelpiece
1995,Richard Howard,Paul Violi,Scatter,Painted Bride Quarterly,Violi
1995,Richard Howard,Arthur Vogelsang,"The Nose, the Grand Canyon, and the Sixties",The Antioch Review,Vogelsang
1995,Richard Howard,David Wagoner,Walt Whitman Bathing,The Yale Review,Wagoner
1995,Richard Howard,Charles H. Webb,The Shape of History,Michigan Quarterly Review,Webb
1995,Richard Howard,Ed Webster,San Joaquin Valley Poems: 1969,Western Humanities Review,Webster
1995,Richard Howard,David Wojahn,Homage to Ryszard Kapuściński,Poetry,Wojahn
1995,Richard Howard,Jay Wright,The Cradle Logic of Autumn,Callaloo,Wright
1995,Richard Howard,Stephen Yenser,Blue Guide,The Paris Review,Yenser
1996,Adrienne Rich,Latif Asad Abdullah,The Tombs,Extracts from Pelican Bay,Abdullah
